chunk_id,document_id,series_id,chunk_index,section,text,department,category,subcategory,document_type,country,classification,allowed_roles,allowed_departments,version,status,owner_team,source_system,updated_at,content_hash
ENG-000061-C05,ENG-000061,ENG-JAVA-SER-00045,5,Procedure,"Jvm Tuning — Global
Procedure
1. Confirm that the request concerns JVM tuning.
2. Verify the relevant owner, country, environment, and current version.
3. Follow the approved workflow and capture evidence.
4. Escalate unresolved or exceptional cases to Data Platform.",Software Engineering,Java Services,JVM tuning,coding_standard,GLOBAL,INTERNAL,"[""employee"", ""engineer"", ""tech_lead"", ""architect""]",[],1.0,DRAFT,Data Platform,hr_portal,2025-12-22,e0870acc7e85
ENG-000061-C06,ENG-000061,ENG-JAVA-SER-00045,6,Validation,"Jvm Tuning — Global
Validation
Do not bypass required controls simply to shorten resolution time.",Software Engineering,Java Services,JVM tuning,coding_standard,GLOBAL,INTERNAL,"[""employee"", ""engineer"", ""tech_lead"", ""architect""]",[],1.0,DRAFT,Data Platform,hr_portal,2025-12-22,1dd6efcb2c96
ENG-000061-C07,ENG-000061,ENG-JAVA-SER-00045,7,Version,"Jvm Tuning — Global
Version
Version 1.0. Status: DRAFT.  This document is a draft and must not be treated as an approved source of policy.",Software Engineering,Java Services,JVM tuning,coding_standard,GLOBAL,INTERNAL,"[""employee"", ""engineer"", ""tech_lead"", ""architect""]",[],1.0,DRAFT,Data Platform,hr_portal,2025-12-22,b4dc366edd76
ENG-000062-C00,ENG-000062,ENG-APIS-00046,0,Openapi Contracts — United Kingdom,"Openapi Contracts — United Kingdom
Openapi Contracts — United Kingdom
# Openapi Contracts — United Kingdom",Software Engineering,APIs,OpenAPI contracts,api_guide,UK,INTERNAL,"[""employee"", ""engineer"", ""tech_lead"", ""architect""]",[],1.3,ACTIVE,Architecture Guild,google_drive,2023-12-08,709abda4dc55
ENG-000062-C01,ENG-000062,ENG-APIS-00046,1,Purpose,"Openapi Contracts — United Kingdom
Purpose
Teams must apply this guidance when working with OpenAPI contracts in production or employee-facing environments.",Software Engineering,APIs,OpenAPI contracts,api_guide,UK,INTERNAL,"[""employee"", ""engineer"", ""tech_lead"", ""architect""]",[],1.3,ACTIVE,Architecture Guild,google_drive,2023-12-08,bbe8b01985a6
ENG-000062-C02,ENG-000062,ENG-APIS-00046,2,Scope,"Openapi Contracts — United Kingdom
Scope
Archived versions remain available for audit purposes but must not be used for new decisions. This version applies to United Kingdom.",Software Engineering,APIs,OpenAPI contracts,api_guide,UK,INTERNAL,"[""employee"", ""engineer"", ""tech_lead"", ""architect""]",[],1.3,ACTIVE,Architecture Guild,google_drive,2023-12-08,61fea10acd12
ENG-000062-C03,ENG-000062,ENG-APIS-00046,3,Requirements,"Openapi Contracts — United Kingdom
Requirements
- Openapi Contracts must follow the current approved policy and ownership model. - Operational evidence for OpenAPI contracts should be retained according to the applicable retention schedule. - Exceptions involving OpenAPI contracts require documented approval from the responsible owner. - Teams should use standard tooling and published procedures when working with OpenAPI contracts.",Software Engineering,APIs,OpenAPI contracts,api_guide,UK,INTERNAL,"[""employee"", ""engineer"", ""tech_lead"", ""architect""]",[],1.3,ACTIVE,Architecture Guild,google_drive,2023-12-08,ec4c9c450153
ENG-000062-C04,ENG-000062,ENG-APIS-00046,4,Controls,"Openapi Contracts — United Kingdom
Controls
Changes affecting production require peer review, traceable evidence, and rollback instructions.",Software Engineering,APIs,OpenAPI contracts,api_guide,UK,INTERNAL,"[""employee"", ""engineer"", ""tech_lead"", ""architect""]",[],1.3,ACTIVE,Architecture Guild,google_drive,2023-12-08,c8c25bbf3e35
ENG-000062-C05,ENG-000062,ENG-APIS-00046,5,Procedure,"Openapi Contracts — United Kingdom
Procedure
1. Confirm that the request concerns OpenAPI contracts.
2. Verify the relevant owner, country, environment, and current version.
3. Follow the approved workflow and capture evidence.
4. Escalate unresolved or exceptional cases to Architecture Guild.",Software Engineering,APIs,OpenAPI contracts,api_guide,UK,INTERNAL,"[""employee"", ""engineer"", ""tech_lead"", ""architect""]",[],1.3,ACTIVE,Architecture Guild,google_drive,2023-12-08,0f54bc6d60d2
ENG-000062-C06,ENG-000062,ENG-APIS-00046,6,Validation,"Openapi Contracts — United Kingdom
Validation
Verify the current document version before acting.",Software Engineering,APIs,OpenAPI contracts,api_guide,UK,INTERNAL,"[""employee"", ""engineer"", ""tech_lead"", ""architect""]",[],1.3,ACTIVE,Architecture Guild,google_drive,2023-12-08,5ab34af85ec9
ENG-000062-C07,ENG-000062,ENG-APIS-00046,7,Version,"Openapi Contracts — United Kingdom
Version
Version 1.3. Status: ACTIVE.",Software Engineering,APIs,OpenAPI contracts,api_guide,UK,INTERNAL,"[""employee"", ""engineer"", ""tech_lead"", ""architect""]",[],1.3,ACTIVE,Architecture Guild,google_drive,2023-12-08,68cca51f1171
ENG-000063-C00,ENG-000063,ENG-MESSAGIN-00047,0,Consumer Retries — Singapore,"Consumer Retries — Singapore
Consumer Retries — Singapore
# Consumer Retries — Singapore",Software Engineering,Messaging,consumer retries,api_guide,SG,INTERNAL,"[""employee"", ""engineer"", ""tech_lead"", ""architect""]",[],1.1,ACTIVE,Developer Experience,google_drive,2025-01-23,de2c01109814
ENG-000063-C01,ENG-000063,ENG-MESSAGIN-00047,1,Purpose,"Consumer Retries — Singapore
Purpose
The standard exists to reduce inconsistent implementation, avoid repeated support effort, and provide an auditable source of truth.",Software Engineering,Messaging,consumer retries,api_guide,SG,INTERNAL,"[""employee"", ""engineer"", ""tech_lead"", ""architect""]",[],1.1,ACTIVE,Developer Experience,google_drive,2025-01-23,46cfc81c1940
ENG-000063-C02,ENG-000063,ENG-MESSAGIN-00047,2,Scope,"Consumer Retries — Singapore
Scope
Country-specific and role-specific exceptions override the global baseline only when explicitly documented. This version applies to Singapore.",Software Engineering,Messaging,consumer retries,api_guide,SG,INTERNAL,"[""employee"", ""engineer"", ""tech_lead"", ""architect""]",[],1.1,ACTIVE,Developer Experience,google_drive,2025-01-23,36fe0f34bee0
ENG-000063-C03,ENG-000063,ENG-MESSAGIN-00047,3,Requirements,"Consumer Retries — Singapore
Requirements
- Consumer Retries must follow the current approved policy and ownership model. - Operational evidence for consumer retries should be retained according to the applicable retention schedule. - Exceptions involving consumer retries require documented approval from the responsible owner. - Teams should use standard tooling and published procedures when working with consumer retries.",Software Engineering,Messaging,consumer retries,api_guide,SG,INTERNAL,"[""employee"", ""engineer"", ""tech_lead"", ""architect""]",[],1.1,ACTIVE,Developer Experience,google_drive,2025-01-23,db5e223eab2e
ENG-000063-C04,ENG-000063,ENG-MESSAGIN-00047,4,Controls,"Consumer Retries — Singapore
Controls
Requests requiring elevated access must be approved by the designated owner and recorded in the enterprise service system.",Software Engineering,Messaging,consumer retries,api_guide,SG,INTERNAL,"[""employee"", ""engineer"", ""tech_lead"", ""architect""]",[],1.1,ACTIVE,Developer Experience,google_drive,2025-01-23,f5e4d7876fb0
ENG-000063-C05,ENG-000063,ENG-MESSAGIN-00047,5,Procedure,"Consumer Retries — Singapore
Procedure
1. Confirm that the request concerns consumer retries.
2. Verify the relevant owner, country, environment, and current version.
3. Follow the approved workflow and capture evidence.
4. Escalate unresolved or exceptional cases to Developer Experience.",Software Engineering,Messaging,consumer retries,api_guide,SG,INTERNAL,"[""employee"", ""engineer"", ""tech_lead"", ""architect""]",[],1.1,ACTIVE,Developer Experience,google_drive,2025-01-23,5892ee7176e8
ENG-000063-C06,ENG-000063,ENG-MESSAGIN-00047,6,Validation,"Consumer Retries — Singapore
Validation
Verify the current document version before acting.",Software Engineering,Messaging,consumer retries,api_guide,SG,INTERNAL,"[""employee"", ""engineer"", ""tech_lead"", ""architect""]",[],1.1,ACTIVE,Developer Experience,google_drive,2025-01-23,a506420ab1e1
ENG-000063-C07,ENG-000063,ENG-MESSAGIN-00047,7,Version,"Consumer Retries — Singapore
Version
Version 1.1. Status: ACTIVE.",Software Engineering,Messaging,consumer retries,api_guide,SG,INTERNAL,"[""employee"", ""engineer"", ""tech_lead"", ""architect""]",[],1.1,ACTIVE,Developer Experience,google_drive,2025-01-23,7c9253967f05
ENG-000064-C00,ENG-000064,ENG-ARCHITEC-00048,0,Backpressure — Global,"Backpressure — Global
Backpressure — Global
# Backpressure — Global",Software Engineering,Architecture,backpressure,known_issue,GLOBAL,INTERNAL,"[""employee"", ""engineer"", ""tech_lead"", ""architect""]",[],1.1,ACTIVE,Data Platform,google_drive,2024-11-19,250b5e4ee397
ENG-000064-C01,ENG-000064,ENG-ARCHITEC-00048,1,Purpose,"Backpressure — Global
Purpose
This document defines the approved operating model for backpressure within Northstar Digital Services.",Software Engineering,Architecture,backpressure,known_issue,GLOBAL,INTERNAL,"[""employee"", ""engineer"", ""tech_lead"", ""architect""]",[],1.1,ACTIVE,Data Platform,google_drive,2024-11-19,612e9d5abc01
ENG-000064-C02,ENG-000064,ENG-ARCHITEC-00048,2,Scope,"Backpressure — Global
Scope
It applies to employees, contractors, and managed service teams where the stated scope is relevant. This version is the global baseline; country-specific documents may impose additional requirements.",Software Engineering,Architecture,backpressure,known_issue,GLOBAL,INTERNAL,"[""employee"", ""engineer"", ""tech_lead"", ""architect""]",[],1.1,ACTIVE,Data Platform,google_drive,2024-11-19,3f6f1c05bdd0
ENG-000064-C03,ENG-000064,ENG-ARCHITEC-00048,3,Requirements,"Backpressure — Global
Requirements
- Backpressure must follow the current approved policy and ownership model. - Operational evidence for backpressure should be retained according to the applicable retention schedule. - Exceptions involving backpressure require documented approval from the responsible owner. - Teams should use standard tooling and published procedures when working with backpressure.",Software Engineering,Architecture,backpressure,known_issue,GLOBAL,INTERNAL,"[""employee"", ""engineer"", ""tech_lead"", ""architect""]",[],1.1,ACTIVE,Data Platform,google_drive,2024-11-19,5cd31c010963
ENG-000064-C04,ENG-000064,ENG-ARCHITEC-00048,4,Controls,"Backpressure — Global
Controls
Changes affecting production require peer review, traceable evidence, and rollback instructions.",Software Engineering,Architecture,backpressure,known_issue,GLOBAL,INTERNAL,"[""employee"", ""engineer"", ""tech_lead"", ""architect""]",[],1.1,ACTIVE,Data Platform,google_drive,2024-11-19,dae31e63039d
ENG-000064-C05,ENG-000064,ENG-ARCHITEC-00048,5,Procedure,"Backpressure — Global
Procedure
1. Confirm that the request concerns backpressure.
2. Verify the relevant owner, country, environment, and current version.
3. Follow the approved workflow and capture evidence.
4. Escalate unresolved or exceptional cases to Data Platform.",Software Engineering,Architecture,backpressure,known_issue,GLOBAL,INTERNAL,"[""employee"", ""engineer"", ""tech_lead"", ""architect""]",[],1.1,ACTIVE,Data Platform,google_drive,2024-11-19,bf07fa27cca9
ENG-000064-C06,ENG-000064,ENG-ARCHITEC-00048,6,Validation,"Backpressure — Global
Validation
Verify the current document version before acting.",Software Engineering,Architecture,backpressure,known_issue,GLOBAL,INTERNAL,"[""employee"", ""engineer"", ""tech_lead"", ""architect""]",[],1.1,ACTIVE,Data Platform,google_drive,2024-11-19,5c873c6698fe
ENG-000064-C07,ENG-000064,ENG-ARCHITEC-00048,7,Version,"Backpressure — Global
Version
Version 1.1. Status: ACTIVE.",Software Engineering,Architecture,backpressure,known_issue,GLOBAL,INTERNAL,"[""employee"", ""engineer"", ""tech_lead"", ""architect""]",[],1.1,ACTIVE,Data Platform,google_drive,2024-11-19,aa019feb6e87
ENG-000065-C00,ENG-000065,ENG-TESTING-00049,0,Unit Testing — Global,"Unit Testing — Global
Unit Testing — Global
# Unit Testing — Global",Software Engineering,Testing,unit testing,api_guide,GLOBAL,INTERNAL,"[""employee"", ""engineer"", ""tech_lead"", ""architect""]",[],1.4,ACTIVE,Architecture Guild,hr_portal,2024-04-16,3d29a5a04edd
ENG-000065-C01,ENG-000065,ENG-TESTING-00049,1,Purpose,"Unit Testing — Global
Purpose
Teams must apply this guidance when working with unit testing in production or employee-facing environments.",Software Engineering,Testing,unit testing,api_guide,GLOBAL,INTERNAL,"[""employee"", ""engineer"", ""tech_lead"", ""architect""]",[],1.4,ACTIVE,Architecture Guild,hr_portal,2024-04-16,235f1817fd5e
ENG-000065-C02,ENG-000065,ENG-TESTING-00049,2,Scope,"Unit Testing — Global
Scope
Country-specific and role-specific exceptions override the global baseline only when explicitly documented. This version is the global baseline; country-specific documents may impose additional requirements.",Software Engineering,Testing,unit testing,api_guide,GLOBAL,INTERNAL,"[""employee"", ""engineer"", ""tech_lead"", ""architect""]",[],1.4,ACTIVE,Architecture Guild,hr_portal,2024-04-16,a7225434317f
ENG-000065-C03,ENG-000065,ENG-TESTING-00049,3,Requirements,"Unit Testing — Global
Requirements
- Unit Testing must follow the current approved policy and ownership model. - Operational evidence for unit testing should be retained according to the applicable retention schedule. - Exceptions involving unit testing require documented approval from the responsible owner. - Teams should use standard tooling and published procedures when working with unit testing.",Software Engineering,Testing,unit testing,api_guide,GLOBAL,INTERNAL,"[""employee"", ""engineer"", ""tech_lead"", ""architect""]",[],1.4,ACTIVE,Architecture Guild,hr_portal,2024-04-16,2032c5a4a927
ENG-000065-C04,ENG-000065,ENG-TESTING-00049,4,Controls,"Unit Testing — Global
Controls
Requests requiring elevated access must be approved by the designated owner and recorded in the enterprise service system.",Software Engineering,Testing,unit testing,api_guide,GLOBAL,INTERNAL,"[""employee"", ""engineer"", ""tech_lead"", ""architect""]",[],1.4,ACTIVE,Architecture Guild,hr_portal,2024-04-16,57ac44446ae6
ENG-000065-C05,ENG-000065,ENG-TESTING-00049,5,Procedure,"Unit Testing — Global
Procedure
1. Confirm that the request concerns unit testing.
2. Verify the relevant owner, country, environment, and current version.
3. Follow the approved workflow and capture evidence.
4. Escalate unresolved or exceptional cases to Architecture Guild.",Software Engineering,Testing,unit testing,api_guide,GLOBAL,INTERNAL,"[""employee"", ""engineer"", ""tech_lead"", ""architect""]",[],1.4,ACTIVE,Architecture Guild,hr_portal,2024-04-16,fcb85c6e9f64
ENG-000065-C06,ENG-000065,ENG-TESTING-00049,6,Validation,"Unit Testing — Global
Validation
If the procedure does not resolve the issue, escalate to the listed owner team with timestamps, identifiers, and evidence.",Software Engineering,Testing,unit testing,api_guide,GLOBAL,INTERNAL,"[""employee"", ""engineer"", ""tech_lead"", ""architect""]",[],1.4,ACTIVE,Architecture Guild,hr_portal,2024-04-16,e246e534040e
ENG-000065-C07,ENG-000065,ENG-TESTING-00049,7,Version,"Unit Testing — Global
Version
Version 1.4. Status: ACTIVE.",Software Engineering,Testing,unit testing,api_guide,GLOBAL,INTERNAL,"[""employee"", ""engineer"", ""tech_lead"", ""architect""]",[],1.4,ACTIVE,Architecture Guild,hr_portal,2024-04-16,63887186a2c1
ENG-000066-C00,ENG-000066,ENG-ARCHITEC-00050,0,Adr Process — Global v1.3,"Adr Process — Global v1.3
Adr Process — Global v1.3
# Adr Process — Global v1.3",Software Engineering,Architecture,ADR process,architecture_decision_record,GLOBAL,INTERNAL,"[""employee"", ""engineer"", ""tech_lead"", ""architect""]",[],1.3,ARCHIVED,Architecture Guild,confluence,2025-09-11,5f05ace13676
ENG-000066-C01,ENG-000066,ENG-ARCHITEC-00050,1,Purpose,"Adr Process — Global v1.3
Purpose
This document defines the approved operating model for ADR process within Northstar Digital Services.",Software Engineering,Architecture,ADR process,architecture_decision_record,GLOBAL,INTERNAL,"[""employee"", ""engineer"", ""tech_lead"", ""architect""]",[],1.3,ARCHIVED,Architecture Guild,confluence,2025-09-11,885a5a43354d
ENG-000066-C02,ENG-000066,ENG-ARCHITEC-00050,2,Scope,"Adr Process — Global v1.3
Scope
Country-specific and role-specific exceptions override the global baseline only when explicitly documented. This version is the global baseline; country-specific documents may impose additional requirements.",Software Engineering,Architecture,ADR process,architecture_decision_record,GLOBAL,INTERNAL,"[""employee"", ""engineer"", ""tech_lead"", ""architect""]",[],1.3,ARCHIVED,Architecture Guild,confluence,2025-09-11,f438534882b2
ENG-000066-C03,ENG-000066,ENG-ARCHITEC-00050,3,Requirements,"Adr Process — Global v1.3
Requirements
- Adr Process must follow the current approved policy and ownership model. - Operational evidence for ADR process should be retained according to the applicable retention schedule. - Exceptions involving ADR process require documented approval from the responsible owner. - Teams should use standard tooling and published procedures when working with ADR process.",Software Engineering,Architecture,ADR process,architecture_decision_record,GLOBAL,INTERNAL,"[""employee"", ""engineer"", ""tech_lead"", ""architect""]",[],1.3,ARCHIVED,Architecture Guild,confluence,2025-09-11,8ecfda5e4711
ENG-000066-C04,ENG-000066,ENG-ARCHITEC-00050,4,Controls,"Adr Process — Global v1.3
Controls
Requests requiring elevated access must be approved by the designated owner and recorded in the enterprise service system.",Software Engineering,Architecture,ADR process,architecture_decision_record,GLOBAL,INTERNAL,"[""employee"", ""engineer"", ""tech_lead"", ""architect""]",[],1.3,ARCHIVED,Architecture Guild,confluence,2025-09-11,5f2d334b167f
ENG-000066-C05,ENG-000066,ENG-ARCHITEC-00050,5,Procedure,"Adr Process — Global v1.3
Procedure
1. Confirm that the request concerns ADR process.
2. Verify the relevant owner, country, environment, and current version.
3. Follow the approved workflow and capture evidence.
4. Escalate unresolved or exceptional cases to Architecture Guild.",Software Engineering,Architecture,ADR process,architecture_decision_record,GLOBAL,INTERNAL,"[""employee"", ""engineer"", ""tech_lead"", ""architect""]",[],1.3,ARCHIVED,Architecture Guild,confluence,2025-09-11,b53175b1cd66
ENG-000066-C06,ENG-000066,ENG-ARCHITEC-00050,6,Validation,"Adr Process — Global v1.3
Validation
Do not bypass required controls simply to shorten resolution time.",Software Engineering,Architecture,ADR process,architecture_decision_record,GLOBAL,INTERNAL,"[""employee"", ""engineer"", ""tech_lead"", ""architect""]",[],1.3,ARCHIVED,Architecture Guild,confluence,2025-09-11,25c70040616f
ENG-000066-C07,ENG-000066,ENG-ARCHITEC-00050,7,Version,"Adr Process — Global v1.3
Version
Version 1.3. Status: ARCHIVED. This document is archived and retained only for historical reference.",Software Engineering,Architecture,ADR process,architecture_decision_record,GLOBAL,INTERNAL,"[""employee"", ""engineer"", ""tech_lead"", ""architect""]",[],1.3,ARCHIVED,Architecture Guild,confluence,2025-09-11,c11665a73af7
ENG-000067-C00,ENG-000067,ENG-ARCHITEC-00050,0,Adr Process — Global v2.4,"Adr Process — Global v2.4
Adr Process — Global v2.4
# Adr Process — Global v2.4",Software Engineering,Architecture,ADR process,architecture_decision_record,GLOBAL,INTERNAL,"[""employee"", ""engineer"", ""tech_lead"", ""architect""]",[],2.4,ARCHIVED,Architecture Guild,servicenow,2024-08-01,61be2ab5030a
ENG-000067-C01,ENG-000067,ENG-ARCHITEC-00050,1,Purpose,"Adr Process — Global v2.4
Purpose
The standard exists to reduce inconsistent implementation, avoid repeated support effort, and provide an auditable source of truth.",Software Engineering,Architecture,ADR process,architecture_decision_record,GLOBAL,INTERNAL,"[""employee"", ""engineer"", ""tech_lead"", ""architect""]",[],2.4,ARCHIVED,Architecture Guild,servicenow,2024-08-01,2c8650a5a2a3
ENG-000067-C02,ENG-000067,ENG-ARCHITEC-00050,2,Scope,"Adr Process — Global v2.4
Scope
Country-specific and role-specific exceptions override the global baseline only when explicitly documented. This version is the global baseline; country-specific documents may impose additional requirements.",Software Engineering,Architecture,ADR process,architecture_decision_record,GLOBAL,INTERNAL,"[""employee"", ""engineer"", ""tech_lead"", ""architect""]",[],2.4,ARCHIVED,Architecture Guild,servicenow,2024-08-01,8473becad90a
ENG-000067-C03,ENG-000067,ENG-ARCHITEC-00050,3,Requirements,"Adr Process — Global v2.4
Requirements
- Adr Process must follow the current approved policy and ownership model. - Operational evidence for ADR process should be retained according to the applicable retention schedule. - Exceptions involving ADR process require documented approval from the responsible owner. - Teams should use standard tooling and published procedures when working with ADR process.",Software Engineering,Architecture,ADR process,architecture_decision_record,GLOBAL,INTERNAL,"[""employee"", ""engineer"", ""tech_lead"", ""architect""]",[],2.4,ARCHIVED,Architecture Guild,servicenow,2024-08-01,9f8e8f788bc4
ENG-000067-C04,ENG-000067,ENG-ARCHITEC-00050,4,Controls,"Adr Process — Global v2.4
Controls
Requests requiring elevated access must be approved by the designated owner and recorded in the enterprise service system.",Software Engineering,Architecture,ADR process,architecture_decision_record,GLOBAL,INTERNAL,"[""employee"", ""engineer"", ""tech_lead"", ""architect""]",[],2.4,ARCHIVED,Architecture Guild,servicenow,2024-08-01,e49e92b3e0c9
ENG-000067-C05,ENG-000067,ENG-ARCHITEC-00050,5,Procedure,"Adr Process — Global v2.4
Procedure
1. Confirm that the request concerns ADR process.
2. Verify the relevant owner, country, environment, and current version.
3. Follow the approved workflow and capture evidence.
4. Escalate unresolved or exceptional cases to Architecture Guild.",Software Engineering,Architecture,ADR process,architecture_decision_record,GLOBAL,INTERNAL,"[""employee"", ""engineer"", ""tech_lead"", ""architect""]",[],2.4,ARCHIVED,Architecture Guild,servicenow,2024-08-01,383a5acb89c2
ENG-000067-C06,ENG-000067,ENG-ARCHITEC-00050,6,Validation,"Adr Process — Global v2.4
Validation
If the procedure does not resolve the issue, escalate to the listed owner team with timestamps, identifiers, and evidence.",Software Engineering,Architecture,ADR process,architecture_decision_record,GLOBAL,INTERNAL,"[""employee"", ""engineer"", ""tech_lead"", ""architect""]",[],2.4,ARCHIVED,Architecture Guild,servicenow,2024-08-01,86eb7d1cfd3b
ENG-000067-C07,ENG-000067,ENG-ARCHITEC-00050,7,Version,"Adr Process — Global v2.4
Version
Version 2.4. Status: ARCHIVED. This document is archived and retained only for historical reference.",Software Engineering,Architecture,ADR process,architecture_decision_record,GLOBAL,INTERNAL,"[""employee"", ""engineer"", ""tech_lead"", ""architect""]",[],2.4,ARCHIVED,Architecture Guild,servicenow,2024-08-01,ecc3ba5f3582
ENG-000068-C00,ENG-000068,ENG-ARCHITEC-00050,0,Adr Process — Global v3.2,"Adr Process — Global v3.2
Adr Process — Global v3.2
# Adr Process — Global v3.2",Software Engineering,Architecture,ADR process,architecture_decision_record,GLOBAL,EMPLOYEE,"[""employee"", ""engineer"", ""tech_lead"", ""architect""]",[],3.2,ACTIVE,Architecture Guild,confluence,2026-01-03,e2ef078d2a12
ENG-000068-C01,ENG-000068,ENG-ARCHITEC-00050,1,Purpose,"Adr Process — Global v3.2
Purpose
The standard exists to reduce inconsistent implementation, avoid repeated support effort, and provide an auditable source of truth.",Software Engineering,Architecture,ADR process,architecture_decision_record,GLOBAL,EMPLOYEE,"[""employee"", ""engineer"", ""tech_lead"", ""architect""]",[],3.2,ACTIVE,Architecture Guild,confluence,2026-01-03,78b0d263c974
ENG-000068-C02,ENG-000068,ENG-ARCHITEC-00050,2,Scope,"Adr Process — Global v3.2
Scope
Archived versions remain available for audit purposes but must not be used for new decisions. This version is the global baseline; country-specific documents may impose additional requirements.",Software Engineering,Architecture,ADR process,architecture_decision_record,GLOBAL,EMPLOYEE,"[""employee"", ""engineer"", ""tech_lead"", ""architect""]",[],3.2,ACTIVE,Architecture Guild,confluence,2026-01-03,ea1931812bde
ENG-000068-C03,ENG-000068,ENG-ARCHITEC-00050,3,Requirements,"Adr Process — Global v3.2
Requirements
- Adr Process must follow the current approved policy and ownership model. - Operational evidence for ADR process should be retained according to the applicable retention schedule. - Exceptions involving ADR process require documented approval from the responsible owner. - Teams should use standard tooling and published procedures when working with ADR process.",Software Engineering,Architecture,ADR process,architecture_decision_record,GLOBAL,EMPLOYEE,"[""employee"", ""engineer"", ""tech_lead"", ""architect""]",[],3.2,ACTIVE,Architecture Guild,confluence,2026-01-03,afd9e801a1ee
ENG-000068-C04,ENG-000068,ENG-ARCHITEC-00050,4,Controls,"Adr Process — Global v3.2
Controls
Changes affecting production require peer review, traceable evidence, and rollback instructions.",Software Engineering,Architecture,ADR process,architecture_decision_record,GLOBAL,EMPLOYEE,"[""employee"", ""engineer"", ""tech_lead"", ""architect""]",[],3.2,ACTIVE,Architecture Guild,confluence,2026-01-03,422b9669d271
ENG-000068-C05,ENG-000068,ENG-ARCHITEC-00050,5,Procedure,"Adr Process — Global v3.2
Procedure
1. Confirm that the request concerns ADR process.
2. Verify the relevant owner, country, environment, and current version.
3. Follow the approved workflow and capture evidence.
4. Escalate unresolved or exceptional cases to Architecture Guild.",Software Engineering,Architecture,ADR process,architecture_decision_record,GLOBAL,EMPLOYEE,"[""employee"", ""engineer"", ""tech_lead"", ""architect""]",[],3.2,ACTIVE,Architecture Guild,confluence,2026-01-03,5cf0d8ef1d5e
ENG-000068-C06,ENG-000068,ENG-ARCHITEC-00050,6,Validation,"Adr Process — Global v3.2
Validation
If the procedure does not resolve the issue, escalate to the listed owner team with timestamps, identifiers, and evidence.",Software Engineering,Architecture,ADR process,architecture_decision_record,GLOBAL,EMPLOYEE,"[""employee"", ""engineer"", ""tech_lead"", ""architect""]",[],3.2,ACTIVE,Architecture Guild,confluence,2026-01-03,0f6757d8c81f
ENG-000068-C07,ENG-000068,ENG-ARCHITEC-00050,7,Version,"Adr Process — Global v3.2
Version
Version 3.2. Status: ACTIVE.",Software Engineering,Architecture,ADR process,architecture_decision_record,GLOBAL,EMPLOYEE,"[""employee"", ""engineer"", ""tech_lead"", ""architect""]",[],3.2,ACTIVE,Architecture Guild,confluence,2026-01-03,9561a3869054
ENG-000069-C00,ENG-000069,ENG-ARCHITEC-00051,0,Monolith Decomposition — Global,"Monolith Decomposition — Global
Monolith Decomposition — Global
# Monolith Decomposition — Global",Software Engineering,Architecture,monolith decomposition,migration_guide,GLOBAL,INTERNAL,"[""employee"", ""engineer"", ""tech_lead"", ""architect""]",[],1.3,ACTIVE,Frontend Platform,confluence,2026-07-09,72b4ed5eb984
ENG-000069-C01,ENG-000069,ENG-ARCHITEC-00051,1,Purpose,"Monolith Decomposition — Global
Purpose
This document defines the approved operating model for monolith decomposition within Northstar Digital Services.",Software Engineering,Architecture,monolith decomposition,migration_guide,GLOBAL,INTERNAL,"[""employee"", ""engineer"", ""tech_lead"", ""architect""]",[],1.3,ACTIVE,Frontend Platform,confluence,2026-07-09,f59b33d35b02
ENG-000069-C02,ENG-000069,ENG-ARCHITEC-00051,2,Scope,"Monolith Decomposition — Global
Scope
Archived versions remain available for audit purposes but must not be used for new decisions. This version is the global baseline; country-specific documents may impose additional requirements.",Software Engineering,Architecture,monolith decomposition,migration_guide,GLOBAL,INTERNAL,"[""employee"", ""engineer"", ""tech_lead"", ""architect""]",[],1.3,ACTIVE,Frontend Platform,confluence,2026-07-09,2eee67f11daf
ENG-000069-C03,ENG-000069,ENG-ARCHITEC-00051,3,Requirements,"Monolith Decomposition — Global
Requirements
- Monolith Decomposition must follow the current approved policy and ownership model. - Operational evidence for monolith decomposition should be retained according to the applicable retention schedule. - Exceptions involving monolith decomposition require documented approval from the responsible owner. - Teams should use standard tooling and published procedures when working with monolith decomposition.",Software Engineering,Architecture,monolith decomposition,migration_guide,GLOBAL,INTERNAL,"[""employee"", ""engineer"", ""tech_lead"", ""architect""]",[],1.3,ACTIVE,Frontend Platform,confluence,2026-07-09,58eabea14dea
ENG-000069-C04,ENG-000069,ENG-ARCHITEC-00051,4,Controls,"Monolith Decomposition — Global
Controls
Changes affecting production require peer review, traceable evidence, and rollback instructions.",Software Engineering,Architecture,monolith decomposition,migration_guide,GLOBAL,INTERNAL,"[""employee"", ""engineer"", ""tech_lead"", ""architect""]",[],1.3,ACTIVE,Frontend Platform,confluence,2026-07-09,63d20483394b
ENG-000069-C05,ENG-000069,ENG-ARCHITEC-00051,5,Procedure,"Monolith Decomposition — Global
Procedure
1. Confirm that the request concerns monolith decomposition.
2. Verify the relevant owner, country, environment, and current version.
3. Follow the approved workflow and capture evidence.
4. Escalate unresolved or exceptional cases to Frontend Platform.",Software Engineering,Architecture,monolith decomposition,migration_guide,GLOBAL,INTERNAL,"[""employee"", ""engineer"", ""tech_lead"", ""architect""]",[],1.3,ACTIVE,Frontend Platform,confluence,2026-07-09,eb12abcaa9cc
