query_id,query,query_type,user_country,user_department,user_role,target_department,target_category,target_subcategory,relevance_judgments
Q-00181,Where can I find the current guidance owned by Learning & Development for this issue?,semantic_paraphrase,IE,DevOps & SRE,manager,Learning & Development,Mandatory,security awareness,"[{""document_id"": ""LND-045564"", ""grade"": 3}, {""document_id"": ""LND-045511"", ""grade"": 2}, {""document_id"": ""LND-046843"", ""grade"": 2}]"
Q-00182,What is the approved company procedure for this messaging situation?,semantic_paraphrase,IN,Learning & Development,tech_lead,Software Engineering,Messaging,ordering,"[{""document_id"": ""ENG-007992"", ""grade"": 3}, {""document_id"": ""ENG-000447"", ""grade"": 2}, {""document_id"": ""ENG-001285"", ""grade"": 2}]"
Q-00183,What should an employee do when they encounter this teams scenario?,semantic_paraphrase,GLOBAL,Human Resources,employee,Organisation & Directory,Teams,platform engineering,"[{""document_id"": ""ORG-048780"", ""grade"": 3}, {""document_id"": ""ORG-047040"", ""grade"": 2}, {""document_id"": ""ORG-047090"", ""grade"": 2}]"
Q-00184,What should an employee do when they encounter this release scenario?,semantic_paraphrase,SG,DevOps & SRE,sre,DevOps & SRE,Release,release approvals,"[{""document_id"": ""SRE-010729"", ""grade"": 3}, {""document_id"": ""SRE-011736"", ""grade"": 2}, {""document_id"": ""SRE-012689"", ""grade"": 2}]"
Q-00185,What should an employee do when they encounter this ownership scenario?,semantic_paraphrase,GLOBAL,IT Support,manager,Organisation & Directory,Ownership,service owner,"[{""document_id"": ""ORG-048456"", ""grade"": 3}, {""document_id"": ""ORG-047009"", ""grade"": 2}, {""document_id"": ""ORG-047148"", ""grade"": 2}]"
Q-00186,What should an employee do when they encounter this leadership scenario?,semantic_paraphrase,SG,Cloud,hr,Learning & Development,Leadership,stakeholder management,"[{""document_id"": ""LND-046348"", ""grade"": 3}, {""document_id"": ""LND-045020"", ""grade"": 2}, {""document_id"": ""LND-045854"", ""grade"": 2}]"
Q-00187,Where can I find the current guidance owned by Application Security for this issue?,semantic_paraphrase,IN,Learning & Development,engineer,Cybersecurity,Application Security,threat modeling,"[{""document_id"": ""SEC-021664"", ""grade"": 3}, {""document_id"": ""SEC-021201"", ""grade"": 2}, {""document_id"": ""SEC-021347"", ""grade"": 2}]"
Q-00188,Where can I find the current guidance owned by Identity Security for this issue?,semantic_paraphrase,IE,Cybersecurity,manager,Cybersecurity,Data Protection,data classification,"[{""document_id"": ""SEC-021383"", ""grade"": 3}, {""document_id"": ""SEC-021003"", ""grade"": 2}, {""document_id"": ""SEC-021749"", ""grade"": 2}]"
Q-00189,Where can I find the current guidance owned by Information Security for this issue?,semantic_paraphrase,GLOBAL,Cloud,engineer,Cybersecurity,Data Protection,encryption,"[{""document_id"": ""SEC-021672"", ""grade"": 3}, {""document_id"": ""SEC-021016"", ""grade"": 2}, {""document_id"": ""SEC-021058"", ""grade"": 2}]"
Q-00190,What is the approved company procedure for this performance situation?,semantic_paraphrase,UK,Cloud,manager,Human Resources,Performance,goal setting,"[{""document_id"": ""HR-026949"", ""grade"": 3}, {""document_id"": ""HR-025705"", ""grade"": 2}, {""document_id"": ""HR-026127"", ""grade"": 2}]"
Q-00191,What is the approved company procedure for this quality situation?,semantic_paraphrase,GLOBAL,DevOps & SRE,employee,Project Delivery,Quality,test evidence,"[{""document_id"": ""PMO-038972"", ""grade"": 3}, {""document_id"": ""PMO-037087"", ""grade"": 2}, {""document_id"": ""PMO-037225"", ""grade"": 2}]"
Q-00192,What is the approved company procedure for this governance situation?,semantic_paraphrase,SG,Cybersecurity,manager,Project Delivery,Governance,project closure,"[{""document_id"": ""PMO-040398"", ""grade"": 3}, {""document_id"": ""PMO-037951"", ""grade"": 2}, {""document_id"": ""PMO-038175"", ""grade"": 2}]"
Q-00193,What should an employee do when they encounter this kubernetes scenario?,semantic_paraphrase,GLOBAL,DevOps & SRE,sre,DevOps & SRE,Kubernetes,autoscaling,"[{""document_id"": ""SRE-015704"", ""grade"": 3}, {""document_id"": ""SRE-010040"", ""grade"": 2}, {""document_id"": ""SRE-010257"", ""grade"": 2}]"
Q-00194,What Python versions are permitted in production?,semantic_paraphrase,IN,Learning & Development,engineer,Software Engineering,Python Backend,Python runtime,"[{""document_id"": ""ENG-008651"", ""grade"": 3}, {""document_id"": ""ENG-002213"", ""grade"": 2}, {""document_id"": ""ENG-002329"", ""grade"": 2}]"
Q-00195,What should an employee do when they encounter this apis scenario?,semantic_paraphrase,IE,Cloud,tech_lead,Software Engineering,APIs,OpenAPI contracts,"[{""document_id"": ""ENG-009520"", ""grade"": 3}, {""document_id"": ""ENG-000263"", ""grade"": 2}, {""document_id"": ""ENG-001242"", ""grade"": 2}]"
Q-00196,Where can I find the current guidance owned by Identity Support for this issue?,semantic_paraphrase,GLOBAL,IT Support,it_support,IT Support,Endpoint,admin privileges,"[{""document_id"": ""ITS-033979"", ""grade"": 3}, {""document_id"": ""ITS-032252"", ""grade"": 2}, {""document_id"": ""ITS-032316"", ""grade"": 2}]"
Q-00197,What is the approved company procedure for this endpoint situation?,semantic_paraphrase,SG,Compliance & Legal,manager,IT Support,Endpoint,device compliance,"[{""document_id"": ""ITS-032452"", ""grade"": 3}, {""document_id"": ""ITS-032265"", ""grade"": 2}, {""document_id"": ""ITS-032780"", ""grade"": 2}]"
Q-00198,What is the approved company procedure for this observability situation?,semantic_paraphrase,IN,Software Engineering,employee,DevOps & SRE,Observability,error budgets,"[{""document_id"": ""SRE-011857"", ""grade"": 3}, {""document_id"": ""SRE-010192"", ""grade"": 2}, {""document_id"": ""SRE-010223"", ""grade"": 2}]"
Q-00199,Where can I find the current guidance owned by Frontend Platform for this issue?,semantic_paraphrase,GLOBAL,DevOps & SRE,tech_lead,Software Engineering,Architecture,event-driven design,"[{""document_id"": ""ENG-007084"", ""grade"": 3}, {""document_id"": ""ENG-000128"", ""grade"": 2}, {""document_id"": ""ENG-000311"", ""grade"": 2}]"
Q-00200,Where can I find the current guidance owned by Procurement for this issue?,semantic_paraphrase,IE,Software Engineering,finance,Finance & Benefits,Payroll,bank changes,"[{""document_id"": ""FIN-040692"", ""grade"": 3}, {""document_id"": ""FIN-040738"", ""grade"": 2}, {""document_id"": ""FIN-040852"", ""grade"": 2}]"
Q-00201,What should an employee do when they encounter this endpoint scenario?,semantic_paraphrase,IE,Finance & Benefits,employee,IT Support,Endpoint,OS upgrade,"[{""document_id"": ""ITS-033876"", ""grade"": 3}, {""document_id"": ""ITS-032299"", ""grade"": 2}, {""document_id"": ""ITS-032494"", ""grade"": 2}]"
Q-00202,What is the approved company procedure for this privacy situation?,semantic_paraphrase,IN,Cloud,legal,Compliance & Legal,Privacy,cookie compliance,"[{""document_id"": ""LEG-043980"", ""grade"": 3}, {""document_id"": ""LEG-043072"", ""grade"": 2}, {""document_id"": ""LEG-043182"", ""grade"": 2}]"
Q-00203,Where can I find the current guidance owned by Compensation & Benefits for this issue?,semantic_paraphrase,GLOBAL,Compliance & Legal,manager,Human Resources,Benefits,transport benefits,"[{""document_id"": ""HR-027341"", ""grade"": 3}, {""document_id"": ""HR-025202"", ""grade"": 2}, {""document_id"": ""HR-025306"", ""grade"": 2}]"
Q-00204,What should an employee do when they encounter this databases scenario?,semantic_paraphrase,GLOBAL,Cloud,architect,Software Engineering,Databases,indexing,"[{""document_id"": ""ENG-003662"", ""grade"": 3}, {""document_id"": ""ENG-000012"", ""grade"": 2}, {""document_id"": ""ENG-000337"", ""grade"": 2}]"
Q-00205,What should an employee do when they encounter this benefits scenario?,semantic_paraphrase,UK,Organisation & Directory,employee,Human Resources,Benefits,life insurance,"[{""document_id"": ""HR-028077"", ""grade"": 3}, {""document_id"": ""HR-025031"", ""grade"": 2}, {""document_id"": ""HR-025295"", ""grade"": 2}]"
Q-00206,What is the approved company procedure for this architecture situation?,semantic_paraphrase,GLOBAL,Finance & Benefits,engineer,Software Engineering,Architecture,ADR process,"[{""document_id"": ""ENG-007540"", ""grade"": 3}, {""document_id"": ""ENG-000013"", ""grade"": 2}, {""document_id"": ""ENG-000068"", ""grade"": 2}]"
Q-00207,What baseline requirements apply when building a new Python web API?,semantic_paraphrase,GLOBAL,Human Resources,engineer,Software Engineering,Python Backend,FastAPI service standard,"[{""document_id"": ""ENG-009306"", ""grade"": 3}, {""document_id"": ""ENG-000039"", ""grade"": 2}, {""document_id"": ""ENG-000093"", ""grade"": 2}]"
Q-00208,What should an employee do when they encounter this databases scenario?,semantic_paraphrase,US,Software Engineering,architect,Software Engineering,Databases,migration safety,"[{""document_id"": ""ENG-009903"", ""grade"": 3}, {""document_id"": ""ENG-000239"", ""grade"": 2}, {""document_id"": ""ENG-000313"", ""grade"": 2}]"
Q-00209,What should an employee do when they encounter this teams scenario?,semantic_paraphrase,US,Finance & Benefits,manager,Organisation & Directory,Teams,enterprise IT,"[{""document_id"": ""ORG-049474"", ""grade"": 3}, {""document_id"": ""ORG-047387"", ""grade"": 2}, {""document_id"": ""ORG-047401"", ""grade"": 2}]"
Q-00210,What time away from work is available after giving birth?,semantic_paraphrase,AU,Human Resources,manager,Human Resources,Leave,maternity leave,"[{""document_id"": ""HR-029214"", ""grade"": 3}, {""document_id"": ""HR-025229"", ""grade"": 2}, {""document_id"": ""HR-025824"", ""grade"": 2}]"
Q-00211,What should an employee do when they encounter this escalation scenario?,semantic_paraphrase,US,Software Engineering,employee,Organisation & Directory,Escalation,customer escalation,"[{""document_id"": ""ORG-047668"", ""grade"": 3}, {""document_id"": ""ORG-047501"", ""grade"": 2}, {""document_id"": ""ORG-047745"", ""grade"": 2}]"
Q-00212,Where can I find the current guidance owned by Enterprise Architecture for this issue?,semantic_paraphrase,GLOBAL,Organisation & Directory,manager,Organisation & Directory,Ownership,data owner,"[{""document_id"": ""ORG-047610"", ""grade"": 3}, {""document_id"": ""ORG-047022"", ""grade"": 2}, {""document_id"": ""ORG-047036"", ""grade"": 2}]"
Q-00213,Where can I find the current guidance owned by Workplace Technology for this issue?,semantic_paraphrase,GLOBAL,Human Resources,employee,IT Support,Collaboration,Slack access,"[{""document_id"": ""ITS-036050"", ""grade"": 3}, {""document_id"": ""ITS-032066"", ""grade"": 2}, {""document_id"": ""ITS-032067"", ""grade"": 2}]"
Q-00214,Where can I find the current guidance owned by Enterprise IT for this issue?,semantic_paraphrase,US,Software Engineering,employee,IT Support,Endpoint,disk encryption,"[{""document_id"": ""ITS-035256"", ""grade"": 3}, {""document_id"": ""ITS-032206"", ""grade"": 2}, {""document_id"": ""ITS-032513"", ""grade"": 2}]"
Q-00215,What should an employee do when they encounter this ownership scenario?,semantic_paraphrase,AU,DevOps & SRE,employee,Organisation & Directory,Ownership,data owner,"[{""document_id"": ""ORG-047556"", ""grade"": 3}, {""document_id"": ""ORG-047239"", ""grade"": 2}, {""document_id"": ""ORG-047730"", ""grade"": 2}]"
Q-00216,What should an employee do when they encounter this teams scenario?,semantic_paraphrase,GLOBAL,Human Resources,employee,Organisation & Directory,Teams,platform engineering,"[{""document_id"": ""ORG-048544"", ""grade"": 3}, {""document_id"": ""ORG-047040"", ""grade"": 2}, {""document_id"": ""ORG-047090"", ""grade"": 2}]"
Q-00217,What is the approved company procedure for this frontend situation?,semantic_paraphrase,GLOBAL,Cloud,tech_lead,Software Engineering,Frontend,React standards,"[{""document_id"": ""ENG-007618"", ""grade"": 3}, {""document_id"": ""ENG-000458"", ""grade"": 2}, {""document_id"": ""ENG-000683"", ""grade"": 2}]"
Q-00218,What is the approved company procedure for this incidents situation?,semantic_paraphrase,SG,Software Engineering,tech_lead,DevOps & SRE,Incidents,CPU throttling,"[{""document_id"": ""SRE-011622"", ""grade"": 3}, {""document_id"": ""SRE-010309"", ""grade"": 2}, {""document_id"": ""SRE-010341"", ""grade"": 2}]"
Q-00219,How do I register my replacement phone for account verification?,semantic_paraphrase,GLOBAL,Human Resources,employee,IT Support,Identity,new phone enrollment,"[{""document_id"": ""ITS-033863"", ""grade"": 3}, {""document_id"": ""ITS-032014"", ""grade"": 2}, {""document_id"": ""ITS-032170"", ""grade"": 2}]"
Q-00220,Where can I find the current guidance owned by Talent Management for this issue?,semantic_paraphrase,GLOBAL,Cybersecurity,employee,Human Resources,Onboarding,day-one checklist,"[{""document_id"": ""HR-029924"", ""grade"": 3}, {""document_id"": ""HR-025237"", ""grade"": 2}, {""document_id"": ""HR-025623"", ""grade"": 2}]"
Q-00221,Where can I find the current guidance owned by Observability Team for this issue?,semantic_paraphrase,US,Cybersecurity,employee,DevOps & SRE,Kubernetes,secret rotation,"[{""document_id"": ""SRE-014423"", ""grade"": 3}, {""document_id"": ""SRE-010066"", ""grade"": 2}, {""document_id"": ""SRE-010408"", ""grade"": 2}]"
Q-00222,What should an employee do when they encounter this java services scenario?,semantic_paraphrase,IE,Compliance & Legal,tech_lead,Software Engineering,Java Services,JVM tuning,"[{""document_id"": ""ENG-006952"", ""grade"": 3}, {""document_id"": ""ENG-001912"", ""grade"": 2}, {""document_id"": ""ENG-001996"", ""grade"": 2}]"
Q-00223,What should an employee do when they encounter this aws scenario?,semantic_paraphrase,GLOBAL,Organisation & Directory,engineer,Cloud,AWS,S3 encryption,"[{""document_id"": ""CLD-018244"", ""grade"": 3}, {""document_id"": ""CLD-017049"", ""grade"": 2}, {""document_id"": ""CLD-017107"", ""grade"": 2}]"
Q-00224,Where can I find the current guidance owned by Production Engineering for this issue?,semantic_paraphrase,GLOBAL,Project Delivery,tech_lead,DevOps & SRE,Incidents,database saturation,"[{""document_id"": ""SRE-014098"", ""grade"": 3}, {""document_id"": ""SRE-010073"", ""grade"": 2}, {""document_id"": ""SRE-010076"", ""grade"": 2}]"
Q-00225,What is the approved company procedure for this employment situation?,semantic_paraphrase,UK,Organisation & Directory,employee,Human Resources,Employment,promotion cycle,"[{""document_id"": ""HR-027416"", ""grade"": 3}, {""document_id"": ""HR-025269"", ""grade"": 2}, {""document_id"": ""HR-025394"", ""grade"": 2}]"
Q-00226,The standard deployment path is broken but production needs an urgent fix. What is the approved procedure?,semantic_paraphrase,GLOBAL,IT Support,sre,DevOps & SRE,Release,emergency release,"[{""document_id"": ""SRE-010222"", ""grade"": 3}, {""document_id"": ""SRE-010052"", ""grade"": 2}, {""document_id"": ""SRE-010085"", ""grade"": 2}]"
Q-00227,What is the approved company procedure for this python backend situation?,semantic_paraphrase,IN,Cloud,architect,Software Engineering,Python Backend,Pydantic contracts,"[{""document_id"": ""ENG-008585"", ""grade"": 3}, {""document_id"": ""ENG-000082"", ""grade"": 2}, {""document_id"": ""ENG-002531"", ""grade"": 2}]"
Q-00228,Where can I find the current guidance owned by Compensation & Benefits for this issue?,semantic_paraphrase,IN,Human Resources,finance,Finance & Benefits,Payroll,bonus payment,"[{""document_id"": ""FIN-040861"", ""grade"": 3}, {""document_id"": ""FIN-040580"", ""grade"": 2}, {""document_id"": ""FIN-040631"", ""grade"": 2}]"
Q-00229,What is the approved company procedure for this data protection situation?,semantic_paraphrase,UK,DevOps & SRE,employee,Cybersecurity,Data Protection,key rotation,"[{""document_id"": ""SEC-021861"", ""grade"": 3}, {""document_id"": ""SEC-021388"", ""grade"": 2}, {""document_id"": ""SEC-021533"", ""grade"": 2}]"
Q-00230,What should an employee do when they encounter this azure scenario?,semantic_paraphrase,US,Compliance & Legal,cloud_engineer,Cloud,Azure,managed identities,"[{""document_id"": ""CLD-017520"", ""grade"": 3}, {""document_id"": ""CLD-017092"", ""grade"": 2}, {""document_id"": ""CLD-017408"", ""grade"": 2}]"
Q-00231,Where can I find the current guidance owned by Records Management for this issue?,semantic_paraphrase,US,Cloud,compliance,Compliance & Legal,Privacy,cross-border transfer,"[{""document_id"": ""LEG-044427"", ""grade"": 3}, {""document_id"": ""LEG-043245"", ""grade"": 2}, {""document_id"": ""LEG-043362"", ""grade"": 2}]"
Q-00232,What is the approved company procedure for this databases situation?,semantic_paraphrase,GLOBAL,Finance & Benefits,sre,DevOps & SRE,Databases,slow queries,"[{""document_id"": ""SRE-013385"", ""grade"": 3}, {""document_id"": ""SRE-010003"", ""grade"": 2}, {""document_id"": ""SRE-010107"", ""grade"": 2}]"
Q-00233,What should an employee do when they encounter this kubernetes scenario?,semantic_paraphrase,SG,Organisation & Directory,engineer,DevOps & SRE,Kubernetes,resource requests,"[{""document_id"": ""SRE-012200"", ""grade"": 3}, {""document_id"": ""SRE-010608"", ""grade"": 2}, {""document_id"": ""SRE-011563"", ""grade"": 2}]"
Q-00234,Where can I find the current guidance owned by Platform Operations for this issue?,semantic_paraphrase,GLOBAL,Organisation & Directory,engineer,DevOps & SRE,Observability,SLOs,"[{""document_id"": ""SRE-013937"", ""grade"": 3}, {""document_id"": ""SRE-010057"", ""grade"": 2}, {""document_id"": ""SRE-010088"", ""grade"": 2}]"
Q-00235,What should an employee do when they encounter this collaboration scenario?,semantic_paraphrase,AU,Cloud,employee,IT Support,Collaboration,email setup,"[{""document_id"": ""ITS-036935"", ""grade"": 3}, {""document_id"": ""ITS-032021"", ""grade"": 2}, {""document_id"": ""ITS-032402"", ""grade"": 2}]"
Q-00236,What is the approved company procedure for this messaging situation?,semantic_paraphrase,IE,IT Support,engineer,Software Engineering,Messaging,exactly-once semantics,"[{""document_id"": ""ENG-005026"", ""grade"": 3}, {""document_id"": ""ENG-000537"", ""grade"": 2}, {""document_id"": ""ENG-000964"", ""grade"": 2}]"
Q-00237,What should an employee do when they encounter this leave scenario?,semantic_paraphrase,IE,Finance & Benefits,hr,Human Resources,Leave,sick leave,"[{""document_id"": ""HR-030504"", ""grade"": 3}, {""document_id"": ""HR-025141"", ""grade"": 2}, {""document_id"": ""HR-025356"", ""grade"": 2}]"
Q-00238,What should an employee do when they encounter this governance scenario?,semantic_paraphrase,GLOBAL,IT Support,architect,Cloud,Governance,service approval,"[{""document_id"": ""CLD-017600"", ""grade"": 3}, {""document_id"": ""CLD-017011"", ""grade"": 2}, {""document_id"": ""CLD-017012"", ""grade"": 2}]"
Q-00239,Where can I find the current guidance owned by Infrastructure Architecture for this issue?,semantic_paraphrase,IN,Project Delivery,cloud_engineer,Cloud,AWS,EKS baseline,"[{""document_id"": ""CLD-020876"", ""grade"": 3}, {""document_id"": ""CLD-017185"", ""grade"": 2}, {""document_id"": ""CLD-017538"", ""grade"": 2}]"
Q-00240,What is the approved company procedure for this aws situation?,semantic_paraphrase,US,Cloud,cloud_engineer,Cloud,AWS,VPC design,"[{""document_id"": ""CLD-017745"", ""grade"": 3}, {""document_id"": ""CLD-017216"", ""grade"": 2}, {""document_id"": ""CLD-017608"", ""grade"": 2}]"
Q-00241,Where can I find the current guidance owned by Backend Platform for this issue?,semantic_paraphrase,GLOBAL,Software Engineering,architect,Software Engineering,Messaging,ordering,"[{""document_id"": ""ENG-000907"", ""grade"": 3}, {""document_id"": ""ENG-000735"", ""grade"": 2}, {""document_id"": ""ENG-000813"", ""grade"": 2}]"
Q-00242,What is the approved company procedure for this testing situation?,semantic_paraphrase,IE,Human Resources,engineer,Software Engineering,Testing,contract testing,"[{""document_id"": ""ENG-000808"", ""grade"": 3}, {""document_id"": ""ENG-002195"", ""grade"": 2}, {""document_id"": ""ENG-002325"", ""grade"": 2}]"
Q-00243,Where can I find the current guidance owned by FinOps for this issue?,semantic_paraphrase,GLOBAL,Compliance & Legal,cloud_engineer,Cloud,AWS,VPC design,"[{""document_id"": ""CLD-018191"", ""grade"": 3}, {""document_id"": ""CLD-017073"", ""grade"": 2}, {""document_id"": ""CLD-017096"", ""grade"": 2}]"
Q-00244,What is the approved company procedure for this kubernetes situation?,semantic_paraphrase,GLOBAL,DevOps & SRE,sre,DevOps & SRE,Kubernetes,node pressure,"[{""document_id"": ""SRE-012020"", ""grade"": 3}, {""document_id"": ""SRE-010014"", ""grade"": 2}, {""document_id"": ""SRE-010022"", ""grade"": 2}]"
Q-00245,What should an employee do when they encounter this incidents scenario?,semantic_paraphrase,GLOBAL,Software Engineering,tech_lead,DevOps & SRE,Incidents,memory pressure,"[{""document_id"": ""SRE-015703"", ""grade"": 3}, {""document_id"": ""SRE-010094"", ""grade"": 2}, {""document_id"": ""SRE-010239"", ""grade"": 2}]"
Q-00246,What should an employee do when they encounter this databases scenario?,semantic_paraphrase,SG,Cloud,employee,DevOps & SRE,Databases,storage growth,"[{""document_id"": ""SRE-012515"", ""grade"": 3}, {""document_id"": ""SRE-010312"", ""grade"": 2}, {""document_id"": ""SRE-011031"", ""grade"": 2}]"
Q-00247,Where can I find the current guidance owned by Enterprise Architecture for this issue?,semantic_paraphrase,GLOBAL,Organisation & Directory,manager,Organisation & Directory,Ownership,data owner,"[{""document_id"": ""ORG-047610"", ""grade"": 3}, {""document_id"": ""ORG-047022"", ""grade"": 2}, {""document_id"": ""ORG-047036"", ""grade"": 2}]"
Q-00248,Where can I find the current guidance owned by Platform Operations for this issue?,semantic_paraphrase,GLOBAL,Learning & Development,tech_lead,DevOps & SRE,Databases,slow queries,"[{""document_id"": ""SRE-015792"", ""grade"": 3}, {""document_id"": ""SRE-010003"", ""grade"": 2}, {""document_id"": ""SRE-010107"", ""grade"": 2}]"
Q-00249,Where can I find the current guidance owned by Service Desk for this issue?,semantic_paraphrase,GLOBAL,Organisation & Directory,manager,IT Support,Identity,access request,"[{""document_id"": ""ITS-034511"", ""grade"": 3}, {""document_id"": ""ITS-032058"", ""grade"": 2}, {""document_id"": ""ITS-032086"", ""grade"": 2}]"
Q-00250,Where can I find the current guidance owned by Corporate Finance for this issue?,semantic_paraphrase,GLOBAL,Human Resources,finance,Finance & Benefits,Procurement,renewals,"[{""document_id"": ""FIN-041795"", ""grade"": 3}, {""document_id"": ""FIN-041478"", ""grade"": 2}, {""document_id"": ""FIN-041535"", ""grade"": 2}]"
Q-00251,What should an employee do when they encounter this sdlc scenario?,semantic_paraphrase,GLOBAL,Compliance & Legal,engineer,Project Delivery,SDLC,design review,"[{""document_id"": ""PMO-038560"", ""grade"": 3}, {""document_id"": ""PMO-037001"", ""grade"": 2}, {""document_id"": ""PMO-037004"", ""grade"": 2}]"
Q-00252,Where can I find the current guidance owned by Payroll for this issue?,semantic_paraphrase,IN,Finance & Benefits,manager,Finance & Benefits,Payroll,payslips,"[{""document_id"": ""FIN-041220"", ""grade"": 3}, {""document_id"": ""FIN-040730"", ""grade"": 2}, {""document_id"": ""FIN-040862"", ""grade"": 2}]"
Q-00253,What should an employee do when they encounter this onboarding scenario?,semantic_paraphrase,IN,Software Engineering,hr,Human Resources,Onboarding,buddy program,"[{""document_id"": ""HR-027055"", ""grade"": 3}, {""document_id"": ""HR-025081"", ""grade"": 2}, {""document_id"": ""HR-025194"", ""grade"": 2}]"
Q-00254,Where can I find the current guidance owned by Talent Management for this issue?,semantic_paraphrase,US,Human Resources,employee,Human Resources,Onboarding,equipment,"[{""document_id"": ""HR-026469"", ""grade"": 3}, {""document_id"": ""HR-025278"", ""grade"": 2}, {""document_id"": ""HR-025385"", ""grade"": 2}]"
Q-00255,What is the approved company procedure for this frontend situation?,semantic_paraphrase,US,DevOps & SRE,engineer,Software Engineering,Frontend,Next.js rendering,"[{""document_id"": ""ENG-006281"", ""grade"": 3}, {""document_id"": ""ENG-000639"", ""grade"": 2}, {""document_id"": ""ENG-001174"", ""grade"": 2}]"
Q-00256,What is the approved company procedure for this frontend situation?,semantic_paraphrase,US,Finance & Benefits,tech_lead,Software Engineering,Frontend,state management,"[{""document_id"": ""ENG-005400"", ""grade"": 3}, {""document_id"": ""ENG-000602"", ""grade"": 2}, {""document_id"": ""ENG-001837"", ""grade"": 2}]"
Q-00257,Where can I find the current guidance owned by Delivery Excellence for this issue?,semantic_paraphrase,SG,Cloud,project_manager,Project Delivery,SDLC,development,"[{""document_id"": ""PMO-038712"", ""grade"": 3}, {""document_id"": ""PMO-037591"", ""grade"": 2}, {""document_id"": ""PMO-038064"", ""grade"": 2}]"
Q-00258,What is the approved company procedure for this incidents situation?,semantic_paraphrase,IN,Learning & Development,sre,DevOps & SRE,Incidents,memory pressure,"[{""document_id"": ""SRE-016756"", ""grade"": 3}, {""document_id"": ""SRE-010036"", ""grade"": 2}, {""document_id"": ""SRE-010297"", ""grade"": 2}]"
Q-00259,What should an employee do when they encounter this records scenario?,semantic_paraphrase,AU,Software Engineering,employee,Compliance & Legal,Records,legal preservation,"[{""document_id"": ""LEG-044473"", ""grade"": 3}, {""document_id"": ""LEG-043425"", ""grade"": 2}, {""document_id"": ""LEG-043883"", ""grade"": 2}]"
Q-00260,What should an employee do when they encounter this java services scenario?,semantic_paraphrase,GLOBAL,Project Delivery,architect,Software Engineering,Java Services,service templates,"[{""document_id"": ""ENG-001136"", ""grade"": 3}, {""document_id"": ""ENG-000032"", ""grade"": 2}, {""document_id"": ""ENG-000918"", ""grade"": 2}]"
Q-00261,Where can I find the current guidance owned by Compensation & Benefits for this issue?,semantic_paraphrase,US,Finance & Benefits,employee,Finance & Benefits,Expenses,receipt requirements,"[{""document_id"": ""FIN-041763"", ""grade"": 3}, {""document_id"": ""FIN-040528"", ""grade"": 2}, {""document_id"": ""FIN-040649"", ""grade"": 2}]"
Q-00262,What should an employee do when they encounter this testing scenario?,semantic_paraphrase,IE,IT Support,engineer,Software Engineering,Testing,unit testing,"[{""document_id"": ""ENG-008748"", ""grade"": 3}, {""document_id"": ""ENG-001508"", ""grade"": 2}, {""document_id"": ""ENG-001781"", ""grade"": 2}]"
Q-00263,Where can I find the current guidance owned by People Operations for this issue?,semantic_paraphrase,IE,Software Engineering,manager,Human Resources,Leave,sick leave,"[{""document_id"": ""HR-031587"", ""grade"": 3}, {""document_id"": ""HR-025141"", ""grade"": 2}, {""document_id"": ""HR-025356"", ""grade"": 2}]"
Q-00264,What is the approved company procedure for this expenses situation?,semantic_paraphrase,AU,Project Delivery,employee,Finance & Benefits,Expenses,receipt requirements,"[{""document_id"": ""FIN-040823"", ""grade"": 3}, {""document_id"": ""FIN-040569"", ""grade"": 2}, {""document_id"": ""FIN-040619"", ""grade"": 2}]"
Q-00265,What should an employee do when they encounter this apis scenario?,semantic_paraphrase,GLOBAL,IT Support,architect,Software Engineering,APIs,idempotency,"[{""document_id"": ""ENG-007017"", ""grade"": 3}, {""document_id"": ""ENG-000053"", ""grade"": 2}, {""document_id"": ""ENG-000091"", ""grade"": 2}]"
Q-00266,Where can I find the current guidance owned by Data Platform for this issue?,semantic_paraphrase,UK,IT Support,architect,Software Engineering,Messaging,ordering,"[{""document_id"": ""ENG-007384"", ""grade"": 3}, {""document_id"": ""ENG-000139"", ""grade"": 2}, {""document_id"": ""ENG-000445"", ""grade"": 2}]"
Q-00267,What determines where regulated customer data is allowed to live?,semantic_paraphrase,GLOBAL,Finance & Benefits,engineer,Cloud,Governance,data residency,"[{""document_id"": ""CLD-019651"", ""grade"": 3}, {""document_id"": ""CLD-017095"", ""grade"": 2}, {""document_id"": ""CLD-017101"", ""grade"": 2}]"
Q-00268,Where can I find the current guidance owned by Backend Platform for this issue?,semantic_paraphrase,IE,Finance & Benefits,tech_lead,Software Engineering,Messaging,ordering,"[{""document_id"": ""ENG-000200"", ""grade"": 3}, {""document_id"": ""ENG-001708"", ""grade"": 2}, {""document_id"": ""ENG-003249"", ""grade"": 2}]"
Q-00269,What is the approved company procedure for this collaboration situation?,semantic_paraphrase,UK,IT Support,it_support,IT Support,Collaboration,Teams access,"[{""document_id"": ""ITS-034238"", ""grade"": 3}, {""document_id"": ""ITS-032019"", ""grade"": 2}, {""document_id"": ""ITS-032409"", ""grade"": 2}]"
Q-00270,What is the approved company procedure for this collaboration situation?,semantic_paraphrase,IE,Project Delivery,employee,IT Support,Collaboration,email setup,"[{""document_id"": ""ITS-035169"", ""grade"": 3}, {""document_id"": ""ITS-033116"", ""grade"": 2}, {""document_id"": ""ITS-033383"", ""grade"": 2}]"
